Letra	Condición	Definición	Respuesta	Tema	Nivel	Idioma
T	Starts with	The famous passenger ship that sank in the Atlantic in 1912.	Titanic	General	Medio	EN
T	Starts with	The capital city of Japan.	Tokyo	General	Medio	EN
T	Starts with	The major river that flows through central London.	Thames	General	Medio	EN
U	Starts with	The international organization founded after WWII to maintain peace.	United Nations	General	Medio	EN
U	Starts with	The country made up of England, Scotland, Wales, and Northern Ireland.	United Kingdom	General	Medio	EN
U	Starts with	The planet in our solar system named after the Greek god of the sky.	Uranus	General	Medio	EN
V	Starts with	The smallest independent state in the world, the headquarters of the Pope.	Vatican	General	Medio	EN
V	Starts with	The Italian city famous for its canals and gondolas.	Venice	General	Medio	EN
V	Starts with	The Roman goddess of love, and the second planet from the Sun.	Venus	General	Medio	EN
W	Starts with	The capital city of the United States.	Washington	General	Medio	EN
W	Starts with	The first name of the British Prime Minister Churchill.	Winston	General	Medio	EN
W	Starts with	The surname of the first President of the United States.	Washington	General	Medio	EN
X	Contains	A North American country located directly south of the USA.	Mexico	General	Medio	EN
X	Contains	The large US state known as the "Lone Star State".	Texas	General	Medio	EN
X	Contains	An imaginary creature from mythology that rises from its own ashes.	Phoenix	General	Medio	EN
Y	Starts with	The first national park established in the United States.	Yellowstone	General	Medio	EN
Y	Starts with	The official currency of Japan.	Yen	General	Medio	EN
Y	Contains	A major Australian city that hosted the 2000 Summer Olympics.	Sydney	General	Medio	EN
Z	Starts with	The king of the ancient Greek gods.	Zeus	General	Medio	EN
Z	Starts with	A landlocked country in southern Africa whose capital is Harare.	Zimbabwe	General	Medio	EN
Z	Starts with	The belt of the heavens divided into twelve astrological signs.	Zodiac	General	Medio	EN
A	Starts with	The 19th-century English author of the classic novel "Pride and Prejudice".	Austen	General	Difícil	EN
A	Starts with	The ancient Greek philosopher who tutored Alexander the Great.	Aristotle	General	Difícil	EN
A	Starts with	The infamous island prison located in San Francisco Bay.	Alcatraz	General	Difícil	EN
B	Starts with	The Celtic queen who led an uprising against the conquering forces of the Roman Empire in Britain.	Boudicca	General	Difícil	EN
B	Starts with	The surname of the three English sisters who wrote classic novels like "Jane Eyre" and "Wuthering Heights".	Brontë	General	Difícil	EN
B	Starts with	The famous street in New York City known as the center of the American commercial theater industry.	Broadway	General	Difícil	EN
C	Starts with	The medieval English poet widely considered the greatest of the Middle Ages, author of "The Canterbury Tales".	Chaucer	General	Difícil	EN
C	Starts with	The British explorer who mapped Newfoundland and made the first recorded European contact with the eastern coastline of Australia.	Cook	General	Difícil	EN
C	Starts with	The unrecognized breakaway state that fought against the Union during the American Civil War.	Confederacy	General	Difícil	EN
D	Starts with	The English privateer and explorer who carried out the second circumnavigation of the world in a single expedition.	Drake	General	Difícil	EN
D	Starts with	The historical US document adopted on July 4, 1776, announcing separation from Great Britain (First word).	Declaration	General	Difícil	EN
D	Starts with	The Victorian English author who wrote "Great Expectations" and "Oliver Twist" (Last name).	Dickens	General	Difícil	EN
E	Starts with	The era of English history from 1558 to 1603, often considered the golden age of English literature and exploration.	Elizabethan	General	Difícil	EN
E	Starts with	The American inventor famously known for the phonograph and the practical incandescent light bulb (Last name).	Edison	General	Difícil	EN
E	Starts with	The American aviation pioneer who was the first female aviator to fly solo across the Atlantic Ocean (Last name).	Earhart	General	Difícil	EN
F	Starts with	The British scientist who discovered penicillin in 1928 (Last name).	Fleming	General	Difícil	EN
F	Starts with	The American Founding Father, inventor, and diplomat whose face is on the hundred-dollar bill (Last name).	Franklin	General	Difícil	EN
F	Starts with	The 1982 conflict fought between Britain and Argentina over a South Atlantic archipelago (First word).	Falklands	General	Difícil	EN
G	Starts with	The site of a famous 1863 Civil War battle and the subject of Abraham Lincoln's most famous speech.	Gettysburg	General	Difícil	EN
G	Starts with	The famous London theatre associated with William Shakespeare and his playing company.	Globe	General	Difícil	EN
G	Starts with	The title character of F. Scott Fitzgerald's famous 1925 novel about the American Jazz Age.	Gatsby	General	Difícil	EN
H	Starts with	The English monarch famous for having six wives and initiating the English Reformation (First name).	Henry	General	Difícil	EN
H	Starts with	The famous American escapologist and illusionist, noted for his sensational escape acts (Last name).	Houdini	General	Difícil	EN
H	Starts with	The American novelist who wrote "The Old Man and the Sea" and "A Farewell to Arms" (Last name).	Hemingway	General	Difícil	EN
I	Starts with	The period of major industrialization and innovation that began in Great Britain in the late 18th century (First word).	Industrial	General	Difícil	EN
I	Starts with	The US hall in Philadelphia where both the Declaration of Independence and the Constitution were debated and adopted.	Independence	General	Difícil	EN
I	Starts with	The iconic American author of the short stories "The Legend of Sleepy Hollow" and "Rip Van Winkle" (Last name).	Irving	General	Difícil	EN
J	Starts with	The first permanent English settlement in the Americas, established in Virginia in 1607.	Jamestown	General	Difícil	EN
J	Starts with	The US President who was the principal author of the Declaration of Independence (Last name).	Jefferson	General	Difícil	EN
J	Starts with	The orphaned title character of Charlotte Brontë's most famous 1847 novel (First name).	Jane	General	Difícil	EN
K	Starts with	The famous American civil rights leader who delivered the "I Have a Dream" speech (Last name).	King	General	Difícil	EN
K	Starts with	The English romantic poet known for his odes, who died of tuberculosis at age 25 (Last name).	Keats	General	Difícil	EN
K	Starts with	The fictional gigantic ape monster introduced in a 1933 American adventure film.	Kong	General	Difícil	EN
L	Starts with	The 16th US President who led the nation through its Civil War and issued the Emancipation Proclamation (Last name).	Lincoln	General	Difícil	EN
L	Starts with	The English royal house that fought the House of York in the 15th-century Wars of the Roses.	Lancaster	General	Difícil	EN
L	Starts with	A giant sea creature from biblical myth, and the title of Thomas Hobbes' famous 1651 book on political philosophy.	Leviathan	General	Difícil	EN
M	Starts with	The historic royal charter of rights agreed to by King John of England in 1215 at Runnymede (First word).	Magna	General	Difícil	EN
M	Starts with	The 19th-century American author of the epic whaling novel "Moby-Dick" (Last name).	Melville	General	Difícil	EN
M	Starts with	The famous American pop culture icon and actress who sang "Happy Birthday" to President Kennedy (Last name).	Monroe	General	Difícil	EN
N	Starts with	The famous British admiral who won the Battle of Trafalgar but died during the fighting (Last name).	Nelson	General	Difícil	EN
N	Starts with	The Native American tribe whose complex language was used as an unbreakable code by the US military during WWII.	Navajo	General	Difícil	EN
N	Starts with	The 19th-century British nurse widely considered the founder of modern nursing (Last name).	Nightingale	General	Difícil	EN
O	Starts with	The British author of the dystopian novel "1984" and the allegorical novella "Animal Farm" (Last name).	Orwell	General	Difícil	EN
O	Starts with	The ancient university in England, widely considered the oldest in the English-speaking world.	Oxford	General	Difícil	EN
O	Starts with	The code name for the Allied invasion of Normandy during World War II (Operation ...).	Overlord	General	Difícil	EN
P	Starts with	The early European settlers of the Plymouth Colony in present-day Massachusetts who arrived on the Mayflower.	Pilgrims	General	Difícil	EN
P	Starts with	The American writer and poet famous for his macabre tales and the poem "The Raven" (Last name).	Poe	General	Difícil	EN
P	Starts with	The highest prize in American journalism and literature, established by a newspaper publisher.	Pulitzer	General	Difícil	EN
Q	Starts with	The religious Society of Friends, known for their pacifism, who founded the colony of Pennsylvania.	Quakers	General	Difícil	EN
Q	Starts with	The New York City borough where JFK International Airport is located.	Queens	General	Difícil	EN
Q	Starts with	The first name of the American film director famous for "Pulp Fiction" and "Kill Bill".	Quentin	General	Difícil	EN
R	Starts with	The 32nd US President who led the country through the Great Depression and most of WWII (Last name).	Roosevelt	General	Difícil	EN
R	Starts with	The British monarch known as the "Lionheart" who led the Third Crusade (First name).	Richard	General	Difícil	EN
R	Starts with	The legendary heroic English outlaw of folklore who stole from the rich to give to the poor (First name).	Robin	General	Difícil	EN
S	Starts with	The historic prehistoric monument in Wiltshire, England, consisting of a ring of standing stones.	Stonehenge	General	Difícil	EN
S	Starts with	The Scottish author of "Treasure Island" and "The Strange Case of Dr Jekyll and Mr Hyde" (Last name).	Stevenson	General	Difícil	EN
S	Starts with	The Massachusetts town infamous for its 1692 witch trials.	Salem	General	Difícil	EN
T	Starts with	The American author who wrote "The Adventures of Tom Sawyer" and "Adventures of Huckleberry Finn" (Pen name, last name).	Twain	General	Difícil	EN
T	Starts with	The English royal house that produced famous monarchs such as Henry VIII and Elizabeth I.	Tudor	General	Difícil	EN
T	Starts with	The iconic bridge in London with two towers, often incorrectly referred to as London Bridge.	Tower Bridge	General	Difícil	EN
U	Starts with	The 19th-century network of secret routes and safe houses used by enslaved African Americans to escape (First word).	Underground	General	Difícil	EN
U	Starts with	The fictional character created in 1812 who is a national personification of the US government.	Uncle Sam	General	Difícil	EN
U	Starts with	The large western US state known for the Great Salt Lake and its deep Mormon heritage.	Utah	General	Difícil	EN
V	Starts with	The era of British history corresponding to the 63-year reign of Queen Victoria.	Victorian	General	Difícil	EN
V	Starts with	The US state where the first permanent English settlement, Jamestown, was founded.	Virginia	General	Difícil	EN
V	Starts with	The location in Pennsylvania where George Washington's Continental Army spent the harsh winter of 1777-1778 (First word).	Valley	General	Difícil	EN
W	Starts with	The decisive battle in 1815 where Napoleon was finally defeated by the Duke of Wellington.	Waterloo	General	Difícil	EN
W	Starts with	The 19th-century American poet, essayist, and journalist who wrote the poetry collection "Leaves of Grass" (Last name).	Whitman	General	Difícil	EN
W	Starts with	The area in London containing the Houses of Parliament and a famous Abbey where monarchs are crowned.	Westminster	General	Difícil	EN
X	Contains	The 37th US President, the only one to ever resign from office due to the Watergate scandal.	Nixon	General	Difícil	EN
X	Contains	The British author who wrote the dystopian novel "Brave New World" (Last name).	Huxley	General	Difícil	EN
X	Starts with	The fear or hatred of foreigners, strangers, or things from other countries.	Xenophobia	General	Difícil	EN
Y	Starts with	The US national park in Wyoming known for its wildlife and geysers, such as Old Faithful.	Yellowstone	General	Difícil	EN
Y	Starts with	The English royal house, symbolized by a white rose, that fought the House of Lancaster in the Wars of the Roses.	York	General	Difícil	EN
Y	Starts with	The prestigious American Ivy League research university located in New Haven, Connecticut.	Yale	General	Difícil	EN
Z	Starts with	The English name of the country in Oceania where the "Lord of the Rings" films were primarily shot (Second word).	Zealand	General	Difícil	EN
Z	Starts with	The founder and CEO of Meta/Facebook (Last name).	Zuckerberg	General	Difícil	EN
Z	Starts with	The popular name for the demographic cohort born between the late 1990s and the early 2010s (Generation ...).	Z	General	Difícil	EN
A	Empieza por	A round fruit with red or green skin.	Apple	Definición	Fácil	EN
A	Empieza por	A living creature that is not a plant or a human.	Animal	Definición	Fácil	EN
A	Empieza por	The part of your body between your shoulder and your hand.	Arm	Definición	Fácil	EN
B	Empieza por	A male child.	Boy	Definición	Fácil	EN
B	Empieza por	An object with pages that you read.	Book	Definición	Fácil	EN
B	Empieza por	A piece of furniture that you sleep on.	Bed	Definición	Fácil	EN
C	Empieza por	A vehicle with four wheels used for driving on roads.	Car	Definición	Fácil	EN
C	Empieza por	A piece of furniture for one person to sit on, with a back and four legs.	Chair	Definición	Fácil	EN
C	Empieza por	A large and important town, like London or New York.	City	Definición	Fácil	EN
D	Empieza por	An animal with four legs kept as a pet or for guarding a house.	Dog	Definición	Fácil	EN
D	Empieza por	A piece of wood or metal used to open and close the entrance to a room.	Door	Definición	Fácil	EN
D	Empieza por	A period of 24 hours.	Day	Definición	Fácil	EN
E	Empieza por	The part of the face that you use to see.	Eye	Definición	Fácil	EN
E	Empieza por	An oval object produced by birds, often eaten for breakfast.	Egg	Definición	Fácil	EN
E	Empieza por	The number that comes after seven.	Eight	Definición	Fácil	EN
F	Empieza por	A group consisting of parents and their children.	Family	Definición	Fácil	EN
F	Empieza por	What people and animals eat to live.	Food	Definición	Fácil	EN
